,point_victor,who_to_serve,consumption_of_strength,consumption,p1_ace,p2_ace,p1_winner,p2_winner,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_serve_speed_ave, p2_serve_speed_ave,width_1,width_2,depth_1,depth_2,depth_return_1,depth_return_2
34,1,1,1.025117939,0.977887806,0.210526316,0.1875,0.382352941,0.117647059,0,0,0.117647059,0.088235294,0.147058824,0.117647059,0.117647059,0.058823529,0.125,0.052631579,0.125,0,0,0.052631579,110.5263158,112.1875,4,0,2,0,2,0
35,1,1,1.031727826,0.986574613,0.2,0.1875,0.371428571,0.114285714,0,0,0.114285714,0.085714286,0.171428571,0.114285714,0.142857143,0.057142857,0.125,0.05,0.125,0,0,0.05,110.35,112.1875,5,0,2,0,2,0
36,1,1,1.014209967,0.984921638,0.19047619,0.1875,0.361111111,0.111111111,0,0,0.111111111,0.083333333,0.166666667,0.111111111,0.138888889,0.055555556,0.125,0.047619048,0.125,0,0,0.047619048,110.0952381,112.1875,5,0,2,0,1,0
37,2,2,1.02328675,0.986152461,0.19047619,0.176470588,0.351351351,0.108108108,0,0,0.108108108,0.081081081,0.162162162,0.108108108,0.135135135,0.054054054,0.117647059,0.047619048,0.117647059,0,0,0.047619048,110.0952381,113.0588235,0,4,0,2,0,0
38,2,2,1.039303071,0.987153337,0.19047619,0.166666667,0.342105263,0.105263158,0,0,0.131578947,0.078947368,0.157894737,0.105263158,0.131578947,0.052631579,0.111111111,0.047619048,0.111111111,0,0,0.047619048,110.0952381,112.1111111,0,3,0,2,0,2
39,1,2,1.033423403,0.986935897,0.19047619,0.157894737,0.333333333,0.102564103,0,0,0.128205128,0.102564103,0.153846154,0.102564103,0.128205128,0.051282051,0.105263158,0.047619048,0.105263158,0,0,0.047619048,110.0952381,112.4736842,0,1,0,1,0,2
40,2,2,1.031223194,0.981807868,0.19047619,0.15,0.325,0.125,0,0,0.125,0.1,0.15,0.125,0.125,0.075,0.1,0.047619048,0.1,0,0,0.047619048,110.0952381,112.6,0,2,0,2,0,2
41,1,2,1.044868931,0.986238017,0.19047619,0.142857143,0.317073171,0.12195122,0,0,0.12195122,0.12195122,0.146341463,0.12195122,0.12195122,0.073170732,0.095238095,0.047619048,0.095238095,0,0,0.047619048,110.0952381,111.8095238,0,1,0,2,0,2
42,2,2,1.030109469,0.982615697,0.19047619,0.136363636,0.30952381,0.119047619,0,0,0.119047619,0.119047619,0.142857143,0.119047619,0.119047619,0.071428571,0.090909091,0.047619048,0.090909091,0,0,0.047619048,110.0952381,112.2727273,0,2,0,2,0,1
43,2,1,1.056656287,0.983341374,0.181818182,0.136363636,0.302325581,0.11627907,0,0,0.139534884,0.11627907,0.139534884,0.11627907,0.11627907,0.069767442,0.090909091,0.045454545,0.090909091,0,0,0.045454545,109.8636364,112.2727273,1,0,2,0,1,0
44,1,1,1.061905589,0.99092565,0.173913043,0.136363636,0.295454545,0.113636364,0,0,0.136363636,0.113636364,0.136363636,0.113636364,0.113636364,0.068181818,0.090909091,0.043478261,0.090909091,0,0,0.043478261,110.3478261,112.2727273,4,0,2,0,2,0
45,1,1,1.056807052,0.987541618,0.166666667,0.136363636,0.311111111,0.111111111,0,0,0.133333333,0.111111111,0.133333333,0.111111111,0.111111111,0.066666667,0.090909091,0.041666667,0.090909091,0,0,0.041666667,110.2083333,112.2727273,3,0,2,0,2,0
46,1,1,1.037663664,0.98392799,0.16,0.136363636,0.304347826,0.108695652,0,0,0.130434783,0.108695652,0.130434783,0.108695652,0.108695652,0.065217391,0.090909091,0.04,0.090909091,0,0,0.04,110.32,112.2727273,4,0,1,0,2,0
47,1,1,1.040336948,0.983829758,0.192307692,0.136363636,0.319148936,0.106382979,0,0,0.127659574,0.106382979,0.127659574,0.106382979,0.106382979,0.063829787,0.090909091,0.038461538,0.090909091,0,0,0.038461538,110.8076923,112.2727273,4,0,2,0,0,0
48,1,2,1.04085891,0.99106982,0.192307692,0.130434783,0.3125,0.104166667,0,0,0.125,0.125,0.125,0.104166667,0.104166667,0.0625,0.086956522,0.038461538,0.086956522,0,0,0.038461538,110.8076923,111.3913043,0,2,0,2,0,1
49,2,2,1.040793304,0.992461311,0.192307692,0.125,0.306122449,0.102040816,0,0,0.142857143,0.12244898,0.12244898,0.102040816,0.102040816,0.06122449,0.083333333,0.038461538,0.083333333,0,0,0.038461538,110.8076923,110.7916667,0,1,0,2,0,2
50,1,2,1.037702367,1.005728269,0.192307692,0.12,0.3,0.1,0,0,0.14,0.12,0.14,0.1,0.12,0.06,0.08,0.038461538,0.08,0,0,0.038461538,110.8076923,110.28,0,3,0,1,0,2
51,2,2,0.999247455,1.001612067,0.192307692,0.115384615,0.294117647,0.098039216,0,0,0.137254902,0.117647059,0.137254902,0.098039216,0.117647059,0.058823529,0.076923077,0.038461538,0.076923077,0,0,0.038461538,110.8076923,110.8076923,0,1,0,1,0,1
52,2,2,1.025126914,1.004440417,0.192307692,0.111111111,0.288461538,0.096153846,0,0,0.134615385,0.115384615,0.134615385,0.096153846,0.115384615,0.057692308,0.074074074,0.038461538,0.074074074,0,0,0.038461538,110.8076923,110.7037037,0,5,0,1,0,1
53,2,2,1.031096661,1.006710803,0.192307692,0.107142857,0.283018868,0.094339623,0,0,0.132075472,0.113207547,0.132075472,0.094339623,0.113207547,0.056603774,0.071428571,0.038461538,0.071428571,0,0,0.038461538,110.8076923,111.3571429,0,2,0,2,0,2
54,2,1,1.040733719,1.005565567,0.185185185,0.107142857,0.277777778,0.092592593,0,0,0.12962963,0.111111111,0.12962963,0.111111111,0.111111111,0.074074074,0.071428571,0.037037037,0.071428571,0,0,0.037037037,110.5925926,111.3571429,3,0,2,0,2,0
55,1,1,1.03039818,1.005325013,0.178571429,0.107142857,0.272727273,0.090909091,0,0,0.127272727,0.109090909,0.127272727,0.109090909,0.109090909,0.072727273,0.071428571,0.035714286,0.071428571,0,0,0.035714286,111.1785714,111.3571429,5,0,1,0,1,0
56,2,1,1.02979602,1.00504375,0.172413793,0.107142857,0.267857143,0.089285714,0,0,0.125,0.107142857,0.125,0.125,0.107142857,0.089285714,0.071428571,0.034482759,0.071428571,0,0,0.034482759,111.3448276,111.3571429,2,0,2,0,1,0
57,1,1,1.030108099,1.00617078,0.166666667,0.107142857,0.263157895,0.087719298,0,0,0.122807018,0.105263158,0.140350877,0.122807018,0.122807018,0.087719298,0.071428571,0.033333333,0.071428571,0,0,0.033333333,111.2666667,111.3571429,5,0,2,0,2,0
58,1,1,1.033773558,1.008622447,0.161290323,0.107142857,0.25862069,0.086206897,0,0,0.120689655,0.103448276,0.137931034,0.120689655,0.120689655,0.086206897,0.071428571,0.032258065,0.071428571,0,0,0.032258065,111.516129,111.3571429,3,0,2,0,2,0
59,1,1,1.032259038,1.006267548,0.15625,0.107142857,0.254237288,0.084745763,0,0,0.118644068,0.101694915,0.13559322,0.118644068,0.118644068,0.084745763,0.071428571,0.03125,0.071428571,0,0,0.03125,111.90625,111.3571429,4,0,2,0,2,0
60,1,2,1.04442386,1.00774317,0.15625,0.103448276,0.25,0.083333333,0,0.034482759,0.116666667,0.116666667,0.133333333,0.116666667,0.116666667,0.083333333,0.068965517,0.03125,0.068965517,0,0,0.03125,111.90625,111.3571429,0,1,0,1,0,0
61,1,2,1.047117784,1.011375905,0.15625,0.1,0.245901639,0.081967213,0,0.033333333,0.114754098,0.131147541,0.131147541,0.114754098,0.114754098,0.081967213,0.066666667,0.03125,0.066666667,0,0,0.03125,111.90625,111.862069,0,4,0,2,0,2
62,2,2,1.054247434,1.011779189,0.15625,0.096774194,0.241935484,0.080645161,0,0.032258065,0.129032258,0.129032258,0.129032258,0.112903226,0.112903226,0.080645161,0.064516129,0.03125,0.064516129,0,0,0.03125,111.90625,111.1,0,1,0,2,0,1
63,2,2,1.05157164,1.010231265,0.15625,0.09375,0.238095238,0.079365079,0,0.03125,0.142857143,0.126984127,0.126984127,0.111111111,0.111111111,0.079365079,0.0625,0.03125,0.0625,0,0,0.03125,111.90625,110.483871,0,2,0,2,0,1
64,2,2,1.041870311,1.010145539,0.15625,0.090909091,0.234375,0.078125,0,0.03030303,0.140625,0.125,0.125,0.109375,0.109375,0.078125,0.060606061,0.03125,0.060606061,0,0,0.03125,111.90625,109.8125,0,1,0,2,0,1
65,2,2,1.047702409,1.009862218,0.15625,0.088235294,0.230769231,0.076923077,0,0.029411765,0.153846154,0.123076923,0.123076923,0.107692308,0.107692308,0.076923077,0.058823529,0.03125,0.058823529,0,0,0.03125,111.90625,109.2121212,0,2,0,2,0,1
66,2,1,1.052552953,1.007467113,0.151515152,0.088235294,0.227272727,0.075757576,0,0.029411765,0.151515152,0.121212121,0.121212121,0.106060606,0.106060606,0.075757576,0.058823529,0.03030303,0.058823529,0,0,0.03030303,112.2424242,109.2121212,4,0,2,0,1,0
67,1,1,1.05097422,1.006898051,0.147058824,0.088235294,0.223880597,0.074626866,0,0.029411765,0.149253731,0.119402985,0.119402985,0.104477612,0.104477612,0.074626866,0.058823529,0.029411765,0.058823529,0,0,0.029411765,112.5294118,109.2121212,5,0,1,0,0,0
68,1,1,1.038133297,1.006079493,0.142857143,0.088235294,0.220588235,0.073529412,0,0.029411765,0.147058824,0.117647059,0.117647059,0.102941176,0.102941176,0.073529412,0.058823529,0.028571429,0.058823529,0,0,0.028571429,112.3428571,109.2121212,1,0,2,0,1,0
69,1,1,1.03743904,1.006097114,0.138888889,0.088235294,0.217391304,0.072463768,0,0.029411765,0.144927536,0.115942029,0.130434783,0.101449275,0.115942029,0.072463768,0.058823529,0.027777778,0.058823529,0,0,0.027777778,112.6944444,109.2121212,5,0,2,0,2,0
70,1,1,1.003705511,1.005170991,0.162162162,0.088235294,0.228571429,0.071428571,0,0.029411765,0.142857143,0.114285714,0.128571429,0.1,0.114285714,0.071428571,0.058823529,0.027027027,0.058823529,0,0,0.027027027,112.3513514,109.2121212,5,0,1,0,0,0
71,1,2,1.036044266,1.011284497,0.162162162,0.085714286,0.225352113,0.070422535,0,0.028571429,0.14084507,0.112676056,0.126760563,0.098591549,0.112676056,0.070422535,0.057142857,0.027027027,0.057142857,0,0,0.027027027,112.3513514,108.6470588,0,1,0,2,0,2
72,2,2,1.044505101,1.015803099,0.162162162,0.083333333,0.222222222,0.069444444,0,0.027777778,0.138888889,0.111111111,0.125,0.097222222,0.111111111,0.069444444,0.055555556,0.027027027,0.055555556,0,0,0.027027027,112.3513514,108.1428571,0,3,0,2,0,2
73,2,2,1.049764263,1.019194372,0.162162162,0.081081081,0.219178082,0.068493151,0,0.027027027,0.150684932,0.109589041,0.123287671,0.095890411,0.109589041,0.068493151,0.054054054,0.027027027,0.054054054,0,0,0.027027027,112.3513514,108.4722222,0,2,0,2,0,2
74,2,2,1.07378987,1.022281336,0.162162162,0.078947368,0.216216216,0.067567568,0,0.026315789,0.148648649,0.108108108,0.121621622,0.094594595,0.108108108,0.067567568,0.052631579,0.027027027,0.052631579,0,0,0.027027027,112.3513514,108.5135135,0,4,0,2,0,1
75,2,2,1.079407097,1.022232163,0.162162162,0.102564103,0.213333333,0.08,0,0.025641026,0.146666667,0.106666667,0.12,0.093333333,0.106666667,0.066666667,0.051282051,0.027027027,0.051282051,0,0,0.027027027,112.3513514,108.4473684,0,5,0,1,0,0
76,2,1,1.093019446,1.021985836,0.157894737,0.102564103,0.210526316,0.078947368,0.026315789,0.025641026,0.157894737,0.105263158,0.118421053,0.092105263,0.105263158,0.065789474,0.051282051,0.026315789,0.051282051,0,0,0.026315789,112.3513514,108.4473684,4,0,1,0,0,0
77,1,1,1.093807979,1.022047924,0.153846154,0.102564103,0.207792208,0.077922078,0.025641026,0.025641026,0.155844156,0.103896104,0.116883117,0.090909091,0.103896104,0.064935065,0.051282051,0.025641026,0.051282051,0,0,0.025641026,112.1842105,108.4473684,2,0,2,0,2,0
78,1,1,1.064427802,1.019105632,0.15,0.102564103,0.205128205,0.076923077,0.025,0.025641026,0.153846154,0.102564103,0.115384615,0.08974359,0.102564103,0.064102564,0.051282051,0.025,0.051282051,0,0,0.025,112.2307692,108.4473684,3,0,2,0,2,0
79,1,1,1.061295812,1.016750281,0.146341463,0.102564103,0.202531646,0.075949367,0.024390244,0.025641026,0.151898734,0.113924051,0.113924051,0.088607595,0.101265823,0.063291139,0.051282051,0.024390244,0.051282051,0,0,0.024390244,111.975,108.4473684,2,0,2,0,1,0
80,1,1,1.028203549,1.011957745,0.142857143,0.102564103,0.2125,0.075,0.023809524,0.025641026,0.15,0.1125,0.125,0.0875,0.1125,0.0625,0.051282051,0.023809524,0.051282051,0,0,0.023809524,112.1707317,108.4473684,4,0,1,0,0,0
81,2,2,1.011449557,1.011390797,0.142857143,0.1,0.209876543,0.086419753,0.023809524,0.025,0.148148148,0.111111111,0.12345679,0.086419753,0.111111111,0.061728395,0.05,0.023809524,0.05,0,0,0.023809524,112.1707317,108.3076923,0,5,0,2,0,2
82,2,2,1.035716199,1.016727437,0.142857143,0.097560976,0.207317073,0.085365854,0.023809524,0.024390244,0.146341463,0.109756098,0.12195122,0.085365854,0.109756098,0.06097561,0.048780488,0.023809524,0.048780488,0,0,0.023809524,112.1707317,107.9,0,5,0,1,0,1
83,2,2,1.051502737,1.018760597,0.142857143,0.095238095,0.204819277,0.096385542,0.023809524,0.023809524,0.144578313,0.108433735,0.120481928,0.096385542,0.108433735,0.072289157,0.047619048,0.023809524,0.047619048,0,0,0.023809524,112.1707317,107.5365854,0,5,0,1,0,2
84,2,2,1.053788525,1.019106561,0.142857143,0.093023256,0.202380952,0.095238095,0.023809524,0.023255814,0.154761905,0.107142857,0.119047619,0.095238095,0.107142857,0.071428571,0.046511628,0.023809524,0.046511628,0,0,0.023809524,112.1707317,107.0952381,0,2,0,2,0,2
85,1,1,1.054763295,1.019424592,0.139534884,0.093023256,0.2,0.094117647,0.023255814,0.023255814,0.152941176,0.105882353,0.129411765,0.094117647,0.117647059,0.070588235,0.046511628,0.023255814,0.046511628,0,0,0.023255814,112.3809524,107.0952381,4,0,2,0,2,0
86,2,1,1.054276632,1.017502578,0.136363636,0.093023256,0.197674419,0.104651163,0.022727273,0.023255814,0.151162791,0.104651163,0.139534884,0.093023256,0.11627907,0.069767442,0.046511628,0.022727273,0.046511628,0,0,0.022727273,112,107.0952381,1,0,2,0,2,0
87,1,1,1.052774293,1.016880078,0.133333333,0.093023256,0.195402299,0.103448276,0.022222222,0.023255814,0.149425287,0.103448276,0.137931034,0.091954023,0.114942529,0.068965517,0.046511628,0.022222222,0.046511628,0,0,0.022222222,112.3181818,107.0952381,4,0,2,0,1,0
88,1,1,1.057860156,1.016699999,0.152173913,0.093023256,0.204545455,0.102272727,0.02173913,0.023255814,0.147727273,0.102272727,0.136363636,0.090909091,0.113636364,0.068181818,0.046511628,0.02173913,0.046511628,0,0,0.02173913,112.5555556,107.0952381,4,0,1,0,0,0
89,1,1,1.093801201,1.023903149,0.14893617,0.093023256,0.202247191,0.101123596,0.021276596,0.023255814,0.146067416,0.101123596,0.134831461,0.08988764,0.112359551,0.06741573,0.046511628,0.021276596,0.046511628,0,0,0.021276596,112.5869565,107.0952381,1,0,2,0,2,0
90,2,2,1.098565403,1.024038311,0.14893617,0.113636364,0.2,0.111111111,0.021276596,0.022727273,0.144444444,0.1,0.133333333,0.088888889,0.111111111,0.066666667,0.045454545,0.021276596,0.045454545,0,0,0.021276596,112.5869565,106.9534884,0,5,0,1,0,0
91,2,2,1.066566695,1.021741066,0.14893617,0.111111111,0.197802198,0.10989011,0.021276596,0.022222222,0.142857143,0.098901099,0.131868132,0.098901099,0.10989011,0.076923077,0.044444444,0.021276596,0.044444444,0,0,0.021276596,112.5869565,107.1136364,0,3,0,2,0,2
92,2,2,1.058561985,1.023960088,0.14893617,0.108695652,0.195652174,0.108695652,0.021276596,0.02173913,0.141304348,0.097826087,0.130434783,0.108695652,0.108695652,0.086956522,0.043478261,0.021276596,0.043478261,0,0,0.021276596,112.5869565,107.0888889,0,1,0,1,0,0
93,2,2,1.055422499,1.025537342,0.14893617,0.106382979,0.193548387,0.107526882,0.021276596,0.021276596,0.139784946,0.096774194,0.129032258,0.107526882,0.107526882,0.086021505,0.042553191,0.021276596,0.042553191,0,0,0.021276596,112.5869565,107.0217391,0,4,0,2,0,2
94,1,1,1.043354236,1.025794558,0.145833333,0.106382979,0.191489362,0.106382979,0.020833333,0.021276596,0.138297872,0.095744681,0.127659574,0.106382979,0.106382979,0.085106383,0.042553191,0.020833333,0.042553191,0,0,0.020833333,112.6808511,107.0217391,1,0,2,0,1,0
95,1,1,1.043457099,1.026641641,0.142857143,0.106382979,0.2,0.105263158,0.020408163,0.021276596,0.136842105,0.094736842,0.126315789,0.105263158,0.105263158,0.084210526,0.042553191,0.020408163,0.042553191,0,0,0.020408163,112.5208333,107.0217391,2,0,2,0,2,0
96,1,1,1.055770445,1.029229798,0.14,0.106382979,0.197916667,0.104166667,0.02,0.021276596,0.135416667,0.09375,0.135416667,0.104166667,0.114583333,0.083333333,0.042553191,0.02,0.042553191,0,0,0.02,112.6734694,107.0217391,2,0,1,0,2,0
97,1,1,1.050939122,1.028314865,0.137254902,0.106382979,0.195876289,0.103092784,0.019607843,0.021276596,0.134020619,0.092783505,0.134020619,0.103092784,0.113402062,0.082474227,0.042553191,0.019607843,0.042553191,0,0,0.019607843,113.02,107.0217391,4,0,2,0,2,0
98,2,2,1.068779622,1.028771031,0.137254902,0.125,0.193877551,0.112244898,0.019607843,0.020833333,0.132653061,0.091836735,0.132653061,0.102040816,0.112244898,0.081632653,0.041666667,0.019607843,0.041666667,0,0,0.019607843,113.02,107.3191489,0,4,0,2,0,0
99,2,2,1.044208785,1.022178914,0.137254902,0.12244898,0.191919192,0.111111111,0.019607843,0.020408163,0.141414141,0.090909091,0.131313131,0.101010101,0.111111111,0.080808081,0.040816327,0.019607843,0.040816327,0,0,0.019607843,113.02,107.5625,0,1,0,2,0,2
100,2,2,1.068505505,1.022288103,0.137254902,0.12,0.19,0.11,0.019607843,0.02,0.14,0.09,0.13,0.1,0.11,0.08,0.04,0.019607843,0.04,0,0,0.019607843,113.02,107.755102,0,4,0,2,0,1
101,2,2,1.059436458,1.020073246,0.137254902,0.117647059,0.188118812,0.108910891,0.019607843,0.019607843,0.138613861,0.089108911,0.128712871,0.099009901,0.108910891,0.079207921,0.039215686,0.019607843,0.039215686,0,0,0.019607843,113.02,107.32,0,3,0,2,0,2
102,1,1,0.926219512,0.997657766,0.134615385,0.117647059,0.18627451,0.107843137,0.019230769,0.019607843,0.137254902,0.088235294,0.137254902,0.098039216,0.117647059,0.078431373,0.039215686,0.019230769,0.039215686,0,0,0.019230769,112.8823529,107.32,3,0,2,0,1,0
103,2,1,0.913543407,0.996404185,0.132075472,0.117647059,0.184466019,0.106796117,0.018867925,0.019607843,0.145631068,0.087378641,0.145631068,0.097087379,0.116504854,0.077669903,0.039215686,0.018867925,0.039215686,0,0,0.018867925,112.6538462,107.32,1,0,2,0,1,0
104,1,1,0.900328258,0.992938852,0.12962963,0.117647059,0.182692308,0.105769231,0.018518519,0.019607843,0.144230769,0.086538462,0.144230769,0.096153846,0.115384615,0.076923077,0.039215686,0.018518519,0.039215686,0,0,0.018518519,112.490566,107.32,3,0,1,0,2,0
105,1,1,0.922243565,0.996606742,0.127272727,0.117647059,0.19047619,0.104761905,0.018181818,0.019607843,0.142857143,0.085714286,0.152380952,0.095238095,0.123809524,0.076190476,0.039215686,0.018181818,0.039215686,0,0,0.018181818,112.2592593,107.32,1,0,2,0,2,0
106,1,1,0.92203096,0.995964469,0.142857143,0.117647059,0.198113208,0.103773585,0.017857143,0.019607843,0.141509434,0.08490566,0.150943396,0.094339623,0.122641509,0.075471698,0.039215686,0.017857143,0.039215686,0,0,0.017857143,112.2181818,107.32,5,0,1,0,0,0
107,2,2,0.922408378,0.995978466,0.142857143,0.134615385,0.196261682,0.112149533,0.017857143,0.019230769,0.140186916,0.08411215,0.14953271,0.093457944,0.121495327,0.074766355,0.038461538,0.017857143,0.038461538,0,0,0.017857143,112.2181818,107.2352941,0,5,0,1,0,0
108,1,1,0.924161356,0.996055691,0.140350877,0.134615385,0.194444444,0.111111111,0.01754386,0.019230769,0.138888889,0.083333333,0.148148148,0.092592593,0.12037037,0.074074074,0.038461538,0.01754386,0.038461538,0,0,0.01754386,112.3214286,107.2352941,2,0,2,0,1,0
109,1,1,0.903340329,0.996214942,0.137931034,0.134615385,0.201834862,0.110091743,0.017241379,0.019230769,0.137614679,0.082568807,0.155963303,0.091743119,0.128440367,0.073394495,0.038461538,0.017241379,0.038461538,0,0,0.017241379,112.4561404,107.2352941,4,0,2,0,2,0
110,1,2,0.916991142,0.998567846,0.137931034,0.132075472,0.2,0.109090909,0.017241379,0.018867925,0.136363636,0.081818182,0.154545455,0.090909091,0.127272727,0.072727273,0.037735849,0.017241379,0.037735849,0,0,0.017241379,112.4561404,106.9807692,0,2,0,2,0,1
111,1,2,0.950573743,1.004323562,0.137931034,0.12962963,0.198198198,0.108108108,0.017241379,0.018518519,0.135135135,0.09009009,0.153153153,0.09009009,0.126126126,0.072072072,0.037037037,0.017241379,0.037037037,0,0,0.017241379,112.4561404,106.754717,0,1,0,1,0,1
112,1,1,0.950138907,1.005037919,0.13559322,0.12962963,0.196428571,0.107142857,0.016949153,0.018518519,0.133928571,0.089285714,0.151785714,0.089285714,0.125,0.071428571,0.037037037,0.016949153,0.037037037,0,0,0.016949153,112.5344828,106.754717,5,0,2,0,2,0
113,1,1,0.941498402,1.003956076,0.133333333,0.12962963,0.194690265,0.10619469,0.016666667,0.018518519,0.132743363,0.088495575,0.150442478,0.088495575,0.123893805,0.07079646,0.037037037,0.016666667,0.037037037,0,0,0.016666667,112.6949153,106.754717,3,0,2,0,1,0
114,2,2,1.005406687,1.020221058,0.133333333,0.127272727,0.192982456,0.114035088,0.016666667,0.018181818,0.131578947,0.087719298,0.149122807,0.087719298,0.122807018,0.070175439,0.036363636,0.016666667,0.036363636,0,0,0.016666667,112.6949153,106.4814815,0,3,0,2,0,1
115,1,2,0.996808474,1.019141433,0.133333333,0.125,0.2,0.113043478,0.016666667,0.017857143,0.130434783,0.086956522,0.147826087,0.095652174,0.12173913,0.069565217,0.035714286,0.016666667,0.035714286,0,0,0.016666667,112.6949153,106.4,0,3,0,2,0,1
116,1,1,0.987718794,1.018963586,0.131147541,0.125,0.198275862,0.112068966,0.016393443,0.017857143,0.129310345,0.086206897,0.146551724,0.094827586,0.120689655,0.068965517,0.035714286,0.016393443,0.035714286,0,0,0.016393443,112.4333333,106.4,3,0,1,0,2,0
117,1,1,0.984733944,1.017522526,0.129032258,0.125,0.205128205,0.111111111,0.016129032,0.017857143,0.128205128,0.085470085,0.153846154,0.094017094,0.128205128,0.068376068,0.035714286,0.016129032,0.035714286,0,0,0.016129032,112.4918033,106.4,5,0,1,0,0,0
118,2,1,0.980406104,1.016028725,0.126984127,0.125,0.203389831,0.118644068,0.015873016,0.017857143,0.127118644,0.084745763,0.152542373,0.101694915,0.127118644,0.076271186,0.035714286,0.015873016,0.035714286,0,0,0.015873016,112.2903226,106.4,1,0,2,0,1,0
119,1,1,0.993371225,1.014899305,0.125,0.125,0.201680672,0.117647059,0.015625,0.017857143,0.12605042,0.084033613,0.151260504,0.100840336,0.12605042,0.075630252,0.035714286,0.015625,0.035714286,0,0,0.015625,112.3650794,106.4,4,0,2,0,1,0
120,1,1,1.002949386,1.017325418,0.123076923,0.125,0.2,0.116666667,0.015384615,0.017857143,0.125,0.091666667,0.158333333,0.1,0.133333333,0.075,0.035714286,0.015384615,0.035714286,0,0,0.015384615,112.390625,106.4,4,0,1,0,2,0
121,2,2,1.01017103,1.017573477,0.123076923,0.122807018,0.198347107,0.115702479,0.015384615,0.01754386,0.123966942,0.090909091,0.157024793,0.099173554,0.132231405,0.074380165,0.035087719,0.015384615,0.035087719,0,0,0.015384615,112.390625,106.1964286,0,5,0,2,0,1
122,2,2,1.083883953,1.016569293,0.123076923,0.120689655,0.196721311,0.114754098,0.015384615,0.017241379,0.12295082,0.090163934,0.155737705,0.106557377,0.131147541,0.081967213,0.034482759,0.015384615,0.034482759,0,0,0.015384615,112.390625,106.3157895,0,4,0,2,0,2
123,2,2,1.103694932,1.01925519,0.123076923,0.118644068,0.195121951,0.113821138,0.015384615,0.016949153,0.12195122,0.089430894,0.154471545,0.105691057,0.130081301,0.081300813,0.033898305,0.015384615,0.033898305,0,0,0.015384615,112.390625,106.5862069,0,4,0,1,0,1
124,1,2,1.116657755,1.018371043,0.123076923,0.116666667,0.193548387,0.112903226,0.015384615,0.016666667,0.120967742,0.088709677,0.153225806,0.112903226,0.129032258,0.080645161,0.033333333,0.015384615,0.033333333,0,0,0.015384615,112.390625,106.9152542,0,3,0,2,0,2
125,2,2,1.112225394,1.017794569,0.123076923,0.114754098,0.192,0.112,0.015384615,0.016393443,0.128,0.088,0.152,0.112,0.128,0.08,0.032786885,0.015384615,0.032786885,0,0,0.015384615,112.390625,106.6833333,0,2,0,1,0,1
126,2,1,1.084542483,1.013628035,0.121212121,0.114754098,0.19047619,0.111111111,0.015151515,0.016393443,0.134920635,0.087301587,0.150793651,0.111111111,0.126984127,0.079365079,0.032786885,0.015151515,0.032786885,0,0,0.015151515,112.4153846,106.6833333,5,0,2,0,1,0
127,1,1,1.079072182,1.01294966,0.119402985,0.114754098,0.188976378,0.11023622,0.014925373,0.016393443,0.133858268,0.086614173,0.157480315,0.11023622,0.133858268,0.078740157,0.032786885,0.014925373,0.032786885,0,0,0.014925373,112.6212121,106.6833333,4,0,2,0,2,0
128,2,1,1.069855834,1.012226631,0.117647059,0.114754098,0.1875,0.109375,0.014705882,0.016393443,0.140625,0.0859375,0.15625,0.109375,0.1328125,0.078125,0.032786885,0.014705882,0.032786885,0,0,0.014705882,112.5522388,106.6833333,1,0,2,0,2,0
129,1,1,1.078760479,1.013867646,0.115942029,0.114754098,0.19379845,0.108527132,0.014492754,0.016393443,0.139534884,0.085271318,0.162790698,0.108527132,0.139534884,0.07751938,0.032786885,0.014492754,0.032786885,0,0,0.014492754,112.6029412,106.6833333,5,0,1,0,2,0
130,2,1,1.075006885,1.015135471,0.114285714,0.114754098,0.192307692,0.107692308,0.014285714,0.016393443,0.138461538,0.084615385,0.161538462,0.107692308,0.138461538,0.076923077,0.032786885,0.014285714,0.032786885,0,0,0.014285714,112.7101449,106.6833333,3,0,2,0,1,0
131,2,1,1.062800572,1.016733299,0.112676056,0.114754098,0.190839695,0.106870229,0.014084507,0.016393443,0.13740458,0.083969466,0.160305344,0.106870229,0.13740458,0.076335878,0.032786885,0.028169014,0.032786885,0.014084507,0,0.014084507,112.6857143,106.6833333,1,0,2,0,1,0
132,2,2,1.068388492,1.017169012,0.112676056,0.112903226,0.189393939,0.106060606,0.014084507,0.016129032,0.136363636,0.083333333,0.159090909,0.106060606,0.136363636,0.075757576,0.032258065,0.028169014,0.032258065,0.014084507,0,0.014084507,112.6857143,106.7540984,0,3,0,2,0,2
133,1,2,1.073156199,1.017174457,0.112676056,0.111111111,0.187969925,0.105263158,0.014084507,0.015873016,0.135338346,0.082706767,0.157894737,0.105263158,0.135338346,0.07518797,0.031746032,0.028169014,0.031746032,0.014084507,0,0.014084507,112.6857143,106.8548387,0,2,0,1,0,1
134,1,2,1.003045601,1.017300137,0.112676056,0.109375,0.186567164,0.104477612,0.014084507,0.03125,0.134328358,0.089552239,0.156716418,0.104477612,0.134328358,0.074626866,0.03125,0.028169014,0.03125,0.014084507,0,0.014084507,112.6857143,106.8548387,0,3,0,1,0,0
